title,author,description,link,platform(s),pg,example_download_link
Savior,Kate Bullock,a solitary journey for one savior,https://bluestockings.itch.io/savior,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Guide of the Butterfly,Luke Parker,A short experience in introspection and passing on...,https://lparkermg.itch.io/guide-of-the-butterfly,Windows,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Cyborgs & Cigarettes,s-15Studios,Prohibition-era Cybernetic Role-Playing,https://s-15studios.itch.io/cyborgscigarettes,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Equaboreal 12.21,Phoebe Shalloway,A speculative narrative game set at the winter solstice.,https://girldebord.itch.io/1221,"Windows, Linux, macOS",19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
"Don't Take It Personally, I Just Don't Like You: The Camping Trip",Christian DeCoster,the lo-fi anime dating sim to cry to,https://lockerkid.itch.io/dont-take-it-personally-i-just-dont-like-you,"Windows, Linux, macOS",19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Come Home,KiennaS,A three player GMless diceless storytelling TTRPG about finding home,https://kiennas.itch.io/come-home,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
Like Skyscrapers Blotting Out The Sun,Speak the Sky,a 2-player writing game of woes in translation,https://speak-the-sky.itch.io/like-skyscrapers,,19,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=19
PARANOIHELL,lum,It's a long walk home...,https://lum-scum.itch.io/paranoihell,"Windows, macOS",20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
CORPSE REVIVER,prophet goddess,a nightmare psychedelic trash pixel vertical scrolling shooter,https://prophetgoddess.itch.io/corpse-reviver,Windows,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Conversations With My Anxiety,Digital Daydream,A short visual novel about a first date where the player must come face to face with their anxiety.,https://digitaldaydream.itch.io/conversations-with-my-anxiety,"Windows, Linux, macOS",20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
9 Till Void,Ben Allen,Turn-based deckbuilding roguelike featuring neither deck nor cards,https://benal.itch.io/9tillvoid,Windows,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Anomaly: Containment Breach,Sniperserpent,,https://sniperserpent.itch.io/anomaly-containment-breach,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Sonar Smash,Pixel Pajama Studios,"A super cute, fast paced shoot 'em up featuring a lovable dolphin.",https://pixelpajamastudios.itch.io/sonarsmash,"Windows, macOS",20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
songs and flowers,cowboy starshine,a cute dating sim with cute boys,https://cowboy-starshine.itch.io/songs-and-flowers,"Windows, Linux, macOS, Android",20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Out from the Shadows (Forking Paths #3),Orbis Tertius Press,"includes New Forms, an eerie atmospheric larp inspired by the weird fiction of Thomas Ligotti",https://nthdegree.itch.io/out-from-the-shadows-forking-paths-3,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
"Chronicles of The Spacejammer, Vol 1: 36 Spacejamming Backgrounds for Troika!",r. rook,"Old School Fantasy Gaming in Space, but with Troika! instead",https://r-rook.itch.io/90s-space-troika,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
One Page Dungeons,FishInThePot,Small Dungeons. Big Stories.,https://fishinthepot.itch.io/onepagedungeons,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
BloodBlast VR,Kalinka,Cure disease at nano scale by shooting virus directly,https://kalinka.itch.io/bloodblast,Windows,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Goblins in Shadow (EARLY ACCESS),Color Spray Games,"A game of goblin revolutionaries fighting elven oppression in a world of smoke and shadows, Forged in the Dark.",https://luchalibris.itch.io/goblins-in-shadow,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
NOISE1,ChevyRay,A posthuman stealth/horror terminal-operated unicode space opera.,https://chevyray.itch.io/noise1,"Windows, macOS",20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
36 Days A Week,JohnLee Cooper,The maze between my ears,https://ergman.itch.io/36-days-a-week,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
pieces,Elena Murphy,A game about body horror using paper dolls.,https://fatalst.itch.io/pieces,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Desktop Goose,samperson,I have created a goose that lives on your desktop. He is an asshole.,https://samperson.itch.io/desktop-goose,"Windows, macOS",20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Into the Sun,Jess Go,A game and pamphlet about where trash people can go.,https://go-jg.itch.io/into-the-sun,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Interstellar Errands,joshg,a fridge-door RPG of fetch quests... in space!,https://joshg.itch.io/interstellar-errands,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Warm Then Hot,Omri Drucker,A cozy campfire poetry lyric-game about past hurts and marshmallows.,https://omridrucker.itch.io/warm-then-hot,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Navigator,Michael Klamerus,Two people explore a mysterious land for a place rumored to make any dream come true,https://michael-klamerus.itch.io/navigator,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
12 Labors,Brendan McLeod,A short game about working your way up to an apology.,https://sulcata.itch.io/12-labors,"Windows, macOS",20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Mastermind Classic,criacuervos,Are you smart enough to figure out the code?,https://criacuervos.itch.io/mastermind-classic,Windows,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Kintsugi,purplelilgirl,kintsugi (def.)  the art of embracing damage and imperfections,https://purplelilgirl.itch.io/kintsugi,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
D.M.T,ArkangelAudio,An Audio-Game Experience,https://arkangelaudio.itch.io/dmt,"Windows, macOS",20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Peace of Mind,Joe Burns,"You just recently closed on your dream home. It’s perfect! Well, almost…",https://burnsaga.itch.io/peace-of-mind,Windows,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Night in the Storm,Pablo Dapena,Repair an old lighthouse during a storm to keep ships away from the rocks!!,https://pablodap.itch.io/night-in-the-storm,Windows,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Snapshot Shaders Pro (Unity),Daniel Ilett,A collection of 23 image effects for Unity HDRP and URP,https://danielilett.itch.io/snapshot-shaders-pro-hdrp,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Croissants,Questionable Systems,A game about Croissants and Life,https://questionable.itch.io/croissants,"Windows, Linux, macOS",20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Propagating Love,Kathy_E_J,"A short solo tabletop game experience, to help bring more love into the world.",https://kathy-e-j.itch.io/propagating-love,,20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
My Haunted Doll,AMAXANG GAMES,My Haunted Doll is a 2D Survival Horror game based on the story of the cursed doll of the 1800s.,https://amaxang-games.itch.io/my-haunted-doll,"Windows, Linux",20,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=20
Vegetables Deluxe C64,MikeRichmond,A Match 3 Game for PAL/NTSC Commodore 64 machines and emulators,https://mikerichmond.itch.io/vegetables-deluxe-c64,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Spring On Me,Swords and Flowers,Go on awkward dates as messy individuals in love or more.,https://swords-and-flowers.itch.io/spring-on-me,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Wishing Sarah,Asteristic Game Studio,Help Sarah traverse her weird dreams once more!,https://asteristic.itch.io/wishing-sarah,"Windows, Linux, macOS, Android",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Democratic Socialism Simulator,molleindustria,Pave the road to a post-capitalist society,https://molleindustria.itch.io/democratic-socialism-simulator,"Windows, Linux, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
It's Dangerous To Go Alone — Take This,Margaret Catter,A spur of the moment RP game where you play an adventure using only the content of the GM's bag.,https://margaretcatter.itch.io/its-dangerous-to-go-alone-take-this,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Polymute,Linker,A game about changing.,https://linker.itch.io/polymute,Windows,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Others,Kate Bullock,A one player thinking or journaling experience to build empathy,https://bluestockings.itch.io/others,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Interstellaria,coldrice,"Manage a fleet across a dangerous galaxy! Battle in space, and on planets.",https://coldrice.itch.io/interstellaria,"Windows, Linux, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Of Bodies,Sascha Moros,Excited robots discovering their relationship to themselves and the post-Anthropocene,https://sylph-of-whispers.itch.io/of-bodies,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Saving You From Yourself - Unity Remake,Taylor McCue,Unity Version,https://taylormccue.itch.io/savingyou-unity,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Christmas Cats Revenge,AMAXANG GAMES,Christmas Cats Revenge is a Christmas themed 2D Platform Action game based on the story of the war between two kingdoms.,https://amaxang-games.itch.io/christmas-cats-revenge,"Windows, Linux",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
CHARCUTERIE,Rathayibacter,"A collection of neat, messy games",https://rathayibacter.itch.io/charcuterie-vol-1,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Gravity Typist,samperson,"Every key you press gets added to the pile, making your screen unusable.",https://samperson.itch.io/typist,Windows,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Pendula Swing: The Complete Journey,Valiant Game Studio,A point & click adventure game set in a fantasy version of the American Roaring 1920s,https://valiant-game-studio.itch.io/pendula-swing-the-complete-journey,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
One Page Lore: Fantasy Folk,Jesse Galena - RexiconJesse,The details that make folk in fantasy TTRPGs unique & fun to play without racist undertones condensed into one page each,https://rexiconjesse.itch.io/one-page-lore-fantasy-folk,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
The Corrupted Kingdom,Jesse Galena - RexiconJesse,"A collection of nine connected, horror-fantasy short stories.",https://rexiconjesse.itch.io/corrupted-kingdom,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
OneShot,futurecat,A surreal puzzle adventure game with unique mechanics / capabilities.,https://futurecat.itch.io/oneshot,Windows,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Super Bernie World,Eniko,Join Bernie's movement and transform the United States in this free retro 2D platformer.,https://eniko.itch.io/superbernieworld,"Windows, Linux, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Jiayou MemoVirus,RATURE,"Fight the coronavirus during the Wuhan quarantine. A tactical-memory game, built as a documentary.",https://rature.itch.io/jiayou-memovirus,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
By Lamplight,TheXandan,Ascend the 13 floors of this demonic spire.,https://thexandan.itch.io/by-lamplight,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Gunducky Industries,The Voices Games,,https://thewgreen.itch.io/gunducky-industries,Windows,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Glitter Hearts,Greg L,A magical transforming heroes RPG.,https://gleather.itch.io/glitter-hearts,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Miasma Caves,windygames,,https://windygames.itch.io/miasma-caves,Windows,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
BearFX Explosions | Pixel VFX Pack,"like, a hundred bears",High quality pixel art explosion effects,https://like100bears.itch.io/bearfx-explosions,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Homing,Pigeonkind Games,"A sad, queer, narrative-focused epistolary game.",https://pigeonkind.itch.io/homing,"Windows, macOS",21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Cage of Sand,luciellaes,A time loop horror game for 1-4 players,https://luciellaes.itch.io/cage-of-sand,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Blood Bullets & Ballet,Nebulaproyects,La bailarina debe usar sus armas anti blindaje para detener una operación de la mafia,https://nebulaproyects.itch.io/blood-bullets,Windows,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Woter-a tale of two water cans - Game jam demo,Electrodev,,https://electrodev.itch.io/woter,Windows,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Orbis - Throw them all!,Madness Studio,,https://madnesstudio.itch.io/orbis-throw-them-all,Android,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Dungeon Hero Volume 1: Starter Set,Lone Spelunker,A solitaire 'zine game,https://lonespelunker.itch.io/dungeon-hero,,21,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=21
Cromwell,The Digital Technologist,The King is dead. Long live the Commonwealth!,https://thedigitaltechnologist.itch.io/cromwell,Windows,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Butter-Passing Robot - Background for 5e,CodyFaulk,A Ridiculous Character Background for the 5th Edition of the World's Greatest Roleplaying Game,https://codyfaulk.itch.io/butter-passing-robot,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Rolling with Laughter,Uri Lifshitz,A high fantasy adventure gone very wrong,https://urilifshitz.itch.io/rolling-with-laughter,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Collared,estragonhelmer,a furry puzzle platformer,https://estragonhelmer.itch.io/collared,Windows,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
River Tiles,Llewelyn 'NylePudding' Griffiths,A solitaire puzzle game,https://nylepudding.itch.io/river-tiles,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Deck Defenders [Demo Available!],Natural Power Games,Card Based Tower Defense,https://naturalpowergames.itch.io/deck-defenders,Windows,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Starlight Shores,TidalBlossoms,Wish on shooting stars while you enjoy a weekend getaway at the beach!,https://tidalblossoms.itch.io/starlight-shores,"Windows, Linux, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Sverdheim,benfranklinstein,A roguelike game in a procedural world with generative music.,https://benfranklinstein.itch.io/sverdheim,Windows,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Subway Runners,Gem Room Games,A tabletop RPG of gig-economy metro workers clearing up monsters in a subway that dug too deep.,https://gemroomgames.itch.io/subwayrunners,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
FROG,James Poole,Playing FROG is an act of self care. Explore the pond and chat with your online frog friends.,https://jamespoole.itch.io/frog,"Windows, Linux, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
This Is My Final Recording,Havocfett,"Found audio, office politics, and getting killed by terrible monsters.",https://havocfett.itch.io/this-is-my-final-recording,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
perfect park,tjern,"Race against strangers and friends, only the TOP rocket drifter has the chance to perform a PERFECT PARK.",https://tjern.itch.io/perfect-park,"Windows, Linux, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Escape Room Simulator - Alpha Access,liamtwose,Escape Rooms or Build your very own in Escape Room Simulator.,https://liamtwose.itch.io/ers-alpha,Windows,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
PHN-HOME,Devin Raposo,Got your number.,https://devin-raposo.itch.io/phn-home,"Windows, Linux, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Global Games Industry Guide,liamtwose,"Featuring 800+ entities including Publishers, Funding, Awards, Industry Bodies, Networks and more...",https://liamtwose.itch.io/global-games-industry-guide,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
MORFOSI｜莫法西,UniDot Studio,A Metamorphosis Stealth Psychological Horror Game,https://unidot-studio.itch.io/morfosigame,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
BoomTown,Kichex,Use well planed bombs to explode the city,https://kichex.itch.io/boomtown,"Windows, Linux, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
4-LEGGED-HEROINE,moustachelemon,A short-game by Sergio 'Trac' Eslava & Wolfgang Aktion,https://moustachelemon.itch.io/4-legged-heroine,Windows,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Interactive Portraits: Trans People in Japan,Zoyander Street,12 interactive conversations based on real interviews carried out in 2018,https://zoy.itch.io/iportraits,"Windows, Linux, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Rulent Tower VR,Setsune,Witness Beautiful Game Boy Graphics in VIRTUALEST of REALITIES!,https://setsune.itch.io/rulent-tower-vr,"Windows, Android",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
GUNPIG: Firepower For Hire,LaPointe Joints,Top-down twin-stick arcade-style shoot 'em up action!,https://lapointe-joints.itch.io/gunpig,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Gutwhale,Stuffed Wombat,Fight your way through a whales digestive system!,https://stuffedwombat.itch.io/gutwhale,"Windows, Linux, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
2d flight simulator,phstsoftware,An arcade 2d flight simulator,https://phstsoftware.itch.io/2d-flight-simulator,"Windows, Android",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Desastre Colectivo,Nebulaproyects,Manten en orden el colectivo y evita que los alumnos se distraigan hasta que lleguemos al destino,https://nebulaproyects.itch.io/desastre-colectivo,Windows,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
True Believer,"Ben ""Bee"" Scerri, Red World Press",,https://redworldpress.itch.io/true-believer,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
BackFire,Nebulaproyects,"Sin municiones, pero no sin opciones, quema a tu adversario usando el propulsor de tu nave",https://nebulaproyects.itch.io/backfire,Windows,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Distortion Nation,TangledVirus,"You are hurt, hang out with a necromancer, cuddle a moth girl.",https://tangledvirus.itch.io/distortion-nation,"Windows, Linux, macOS",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
The Missing Locksmith,Elle Osili-Wood,Can you solve a heist in this alternate reality game?,https://elleosiliwood.itch.io/the-missing-locksmith,"Windows, Linux, macOS, Android",22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Steamed Hams,Havocfett,A Game About Excellent Ideas,https://havocfett.itch.io/steamed-hams,,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Surprise Mechanic: The Gaming Trivia,Sword Garden Studios,,https://sword-garden-studios.itch.io/surprise-mechanic-the-gaming-trivia,Windows,22,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=22
Xenogunner,Clickteam,Blast your way past a large variety of bosses in this intense boss-focused run-and-gun platformer!,https://clickteam.itch.io/xenogunner,Windows,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
VISIGOTHS vs MALL GOTHS,Lucian Kahn (@oh_theogony),There are a lot of bisexuals.,https://necromancy.itch.io/goths,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
"Exit, Pursued by a Bear",Chris Bissette,There's a goddamn bear and it wants to eat you.,https://loottheroom.itch.io/exit-pursued-by-a-bear,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Humans vs. Humans 2018: Wasteland,scadhvh,Savage the lands in an apocalyptic LARP,https://scadhvh.itch.io/hvh-2018-wasteland,"Windows, Linux, macOS",23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Bear Acquaintances,Havocfett,"A game about false identities, murder, life advice, and bears",https://havocfett.itch.io/bear-acquaintances,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Labyrinth of Wild Abyss,CannibalInteractive,A 50 floor labyrinth of nonsense,https://cannibalinteractive.itch.io/labyrinth-of-wild-abyss,Windows,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Pyramid,Dissident Studio,,https://dissident-studio.itch.io/pyramid,Windows,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
User Is Typing // Message Sent,Nevyn Holmes,A game of instant messaging and anxiety,https://forktwenty.itch.io/user-is-typing,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
HPS Cartography Kit,Highland Paranormal Society,Hex tiles for custom cartography!,https://natetreme.itch.io/cartographykit,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
The Wretched,Chris Bissette,Survive alone in the black,https://loottheroom.itch.io/wretched,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Disobedient Sheep,sicklydove,A lighthearted sheep herd'em'up.,https://sicklydove.itch.io/disobedientsheep,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Star Escape,Ampersand Game Studios,Intense competitive jumping in space,https://ampersandgamestudios.itch.io/star-escape,Windows,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Heart Full Of Trash,StarshineScribbles,A Raccoon Dating Sim,https://starshinescribbles.itch.io/heart-full-of-trash,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Dorfromantik,Toukana,"A soft-strategy village building game, pure ""Dorfromantik""!",https://toukana.itch.io/dorfromantik,"Windows, macOS",23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Terri-Fried,PolyMars,Save humanity!,https://polymars.itch.io/terri-fried,Windows,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
The Queen Returns,James Chip,A solo rpg about the fate of a country in the Queens absence .,https://jameschip.itch.io/the-queen-returns,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Blades in the Dark,John Harper,Daring scoundrels in a haunted city,https://johnharper.itch.io/blades-in-the-dark,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Hero Too,ThatAceGal,A one-player journaling RPG about messy trans narratives and superheroes,https://thatacegal.itch.io/hero-too,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Desktop Meadow,samperson,Your computer is a beautiful garden,https://samperson.itch.io/meadow,Windows,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
